Structure [idcode]	Molecule Name	MolRegNo	m	Value	Unit	Type	Ligand Efficiency	Binding Efficiency	Surface Efficiency	Assay Index	Assay Category	Assay Organism	Target ID	Target Name	Target Organism	Target Description	Sequence Accession	Reference	Pubmed ID	DOI	InChI-Key	Molecular Formula	Monoisotopic Mass	Druglikeness	
foAab@B\ehFHdrkmrtYYt@EMMB@@	Compound 225	371869	=	99	%	Inhibition				278390		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 50 (8), 1850-1864 (2007)	17381079	10.1021/jm061425k	HMICIXHTRIFAET-UHFFFAOYSA-N	C10H6NO3Br	266.953105	-2.3215	
foAab@B\ehFHdrkmrtYYt@EMMB@@	Compound 226	371869	=	98	%	Inhibition				278392		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 50 (8), 1850-1864 (2007)	17381079	10.1021/jm061425k	HMICIXHTRIFAET-UHFFFAOYSA-N	C10H6NO3Br	266.953105	-2.3215	
fm{qR@JF]bUdyAHYDihdhlhmEJeDeM]MUMSUMP@DBD@@	Compound 227	338440	>	1.0e5	nM	EC50				256674		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 49 (3), 1198-1201 (2006)	16451084	10.1021/jm0507678	HMXBVASPAGOLIL-UHFFFAOYSA-N	C18H24N3O5F	381.170000	-10.106	
fm{qR@JF]bUdyAHYDihdhlhmEJeDeM]MUMSUMP@DBD@@	Compound 228	338440	>	1.0e5	nM	EC50				256675		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 49 (3), 1198-1201 (2006)	16451084	10.1021/jm0507678	HMXBVASPAGOLIL-UHFFFAOYSA-N	C18H24N3O5F	381.170000	-10.106	
fm{qR@JF]bUdyAHYDihdhlhmEJeDeM]MUMSUMP@DBD@@	Compound 229	338440	>	1.0e5	nM	EC50				256676		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 49 (3), 1198-1201 (2006)	16451084	10.1021/jm0507678	HMXBVASPAGOLIL-UHFFFAOYSA-N	C18H24N3O5F	381.170000	-10.106	
dcNB@JAIUIeo[ifjjZhp`@	Compound 230	333511	=	30	%	Inhibition				254531		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. Lett. 15 (24), 5365-5369 (2005)	16216498	10.1016/j.bmcl.2005.09.012	HMYWTXJDSDVOFH-UHFFFAOYSA-N	C7H11NO4	173.068809	-0.41234	
fmoPP@DD@D\tfYnUVYmUlcKYjmoVjdJ@I`JXPPPX`	Compound 231	2087682	>	50000	nM	IC50				1017144		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. 24 (13), 3035-3042 (2016)	27240464	10.1016/j.bmc.2016.05.013	HPJRFNJSAWHFEU-UHFFFAOYSA-N	C21H14N2O4	358.095358	3.8279	
fdyQ`@DQ@pJSLrzn|SfkMTqAEL@@@	Compound 232	348533	=	19000	nM	IC50	0.36	19.17	5.87	262886		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3440-3443 (2006)	16759084	10.1021/jm0602357	HRVIHQDVDQVYBE-UHFFFAOYSA-N	C13H14N2O3	246.100443	-1.2428	
fdyQ`@DQ@pJSLrzn|SfkMTqAEL@@@	Compound 233	348533	=	19055	nM	Ki				262886		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3440-3443 (2006)	16759084	10.1021/jm0602357	HRVIHQDVDQVYBE-UHFFFAOYSA-N	C13H14N2O3	246.100443	-1.2428	
fdyQ`@DQ@pJSLrzn|SfkMTqAEL@@@	Compound 234	348533	=	19000	nM	Ki	0.36	19.17	5.87	262886		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3440-3443 (2006)	16759084	10.1021/jm0602357	HRVIHQDVDQVYBE-UHFFFAOYSA-N	C13H14N2O3	246.100443	-1.2428	
e`RXN@@O`BAMDlnlbbbfbTtQRTrRLRTs@agdQSWQssTaQ@@TUPAGA@@@	Compound 235	564255	=	42900	nM	IC50	0.19	10.17	3.58	426933		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. Lett. 19 (16), 4538-4541 (2009)	19625187	10.1016/j.bmcl.2009.07.009	HUDLJTDCXGYOKM-UHFFFAOYSA-N	C24H15NO7	429.084854	-4.3291	
e`RXN@@O`BAMDlnlbbbfbTtQRTrRLRTs@agdQSWQssTaQ@@TUPAGA@@@	Compound 236	564255	=	8100	nM	IC50	0.22	11.86	4.17	426934		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. Lett. 19 (16), 4538-4541 (2009)	19625187	10.1016/j.bmcl.2009.07.009	HUDLJTDCXGYOKM-UHFFFAOYSA-N	C24H15NO7	429.084854	-4.3291	
fakqa@LBMADPAC@cIIBhhdeUEDUHkQkQrmTsUSTuRp@@	Compound 237	356301	=	10000	nM	IC50	0.28	13.68	5.68	266027		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (17), 5154-5161 (2006)	16913704	10.1021/jm060207o	HUNAFKUGDBHPEN-UHFFFAOYSA-N	C16H19N3O3S2	365.086782	-1.3878	
foAab@B\eXDPdrkmrtYYt@ELtd@@	Compound 238	371867	=	89	%	Inhibition				278390		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 50 (8), 1850-1864 (2007)	17381079	10.1021/jm061425k	HUWOATYOYFFDMQ-UHFFFAOYSA-N	C10H6NO3Cl	223.003621	-0.2615	
eo`PFN@FNO@ni`HaBHHbG@cZHnbGhcHiiieDeeHXdleMMCKJfjZZ@BV@Bff`@@@	Compound 239	356509	=	900	nM	IC50	0.27	10.70	6.97	266027		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (17), 5154-5161 (2006)	16913704	10.1021/jm060207o	HXYPMMAPDRFFTM-UHFFFAOYSA-N	C18H8O6Cl6S	561.817272	-2.9233	
gOp`AdeekZZP@	Compound 240	312450	=	23	%	Inhibition				278390		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 50 (8), 1850-1864 (2007)	17381079	10.1021/jm061425k	HYBBIBNJHNGZAN-UHFFFAOYSA-N	C5H4O2	96.0211300	-3.4104	
fasqA`AN|hDPrPLDUdFrGYCHhdhTidhdhmISdTpAEMP@UT@@@	Compound 241	349432	=	1.9953e12	nM	IC50				262926		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3485-3495 (2006)	16759091	10.1021/jm050852f	HYEIKCOUEGKGTH-UHFFFAOYSA-N	C14H10N3OClF4S	379.016921	-5.7813	
fasqA`AN|hDPrPLDUdFrGYCHhdhTidhdhmISdTpAEMP@UT@@@	Compound 242	349432	=	5.0e5	nM	IC50				262926		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3485-3495 (2006)	16759091	10.1021/jm050852f	HYEIKCOUEGKGTH-UHFFFAOYSA-N	C14H10N3OClF4S	379.016921	-5.7813	
ffsA`@@LmdTTTTTrRRadxISkQCehF`jJZiJ@@	Compound 243	314702	=	89100	nM	IC50	0.25	13.76	8.57	678191		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. 20 (19), 5928-5935 (2012)	22884354	10.1016/j.bmc.2012.07.038	HYXITZLLTYIPOF-UHFFFAOYSA-N	C19H18O3	294.125595	-7.7862	
ffsA`@@LmdTTTTTrRRadxISkQCehF`jJZiJ@@	Compound 244	314702	=	17100	nM	IC50	0.30	16.20	10.08	678310		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. 20 (19), 5928-5935 (2012)	22884354	10.1016/j.bmc.2012.07.038	HYXITZLLTYIPOF-UHFFFAOYSA-N	C19H18O3	294.125595	-7.7862	
ffsA`@@LmdTTTTTrRRadxISkQCehF`jJZiJ@@	Compound 245	314702	=	1600	nM	IC50	0.36	19.69	12.26	678190		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. 20 (19), 5928-5935 (2012)	22884354	10.1016/j.bmc.2012.07.038	HYXITZLLTYIPOF-UHFFFAOYSA-N	C19H18O3	294.125595	-7.7862	
ffsA`@@LmdTTTTTrRRadxISkQCehF`jJZiJ@@	Compound 246	314702		0		Inhibition				678194		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. 20 (19), 5928-5935 (2012)	22884354	10.1016/j.bmc.2012.07.038	HYXITZLLTYIPOF-UHFFFAOYSA-N	C19H18O3	294.125595	-7.7862	
ffsA`@@LmdTTTTTrRRadxISkQCehF`jJZiJ@@	Compound 247	314702		0		Inhibition				678307		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. 20 (19), 5928-5935 (2012)	22884354	10.1016/j.bmc.2012.07.038	HYXITZLLTYIPOF-UHFFFAOYSA-N	C19H18O3	294.125595	-7.7862	
ffsA`@@LmdTTTTTrRRadxISkQCehF`jJZiJ@@	Compound 248	314702		0		Inhibition				678308		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. 20 (19), 5928-5935 (2012)	22884354	10.1016/j.bmc.2012.07.038	HYXITZLLTYIPOF-UHFFFAOYSA-N	C19H18O3	294.125595	-7.7862	
ffsA`@@LmdTTTTTrRRadxISkQCehF`jJZiJ@@	Compound 249	314702		0		Inhibition				678309		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. 20 (19), 5928-5935 (2012)	22884354	10.1016/j.bmc.2012.07.038	HYXITZLLTYIPOF-UHFFFAOYSA-N	C19H18O3	294.125595	-7.7862	
ffsA`@@LmdTTTTTrRRadxISkQCehF`jJZiJ@@	Compound 250	314702		0		Inhibition				678312		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. 20 (19), 5928-5935 (2012)	22884354	10.1016/j.bmc.2012.07.038	HYXITZLLTYIPOF-UHFFFAOYSA-N	C19H18O3	294.125595	-7.7862	
ffsA`@@LmdTTTTTrRRadxISkQCehF`jJZiJ@@	Compound 251	314702		0		Inhibition				678313		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. 20 (19), 5928-5935 (2012)	22884354	10.1016/j.bmc.2012.07.038	HYXITZLLTYIPOF-UHFFFAOYSA-N	C19H18O3	294.125595	-7.7862	
ffsA`@@LmdTTTTTrRRadxISkQCehF`jJZiJ@@	Compound 252	314702		0		Inhibition				678191		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. 20 (19), 5928-5935 (2012)	22884354	10.1016/j.bmc.2012.07.038	HYXITZLLTYIPOF-UHFFFAOYSA-N	C19H18O3	294.125595	-7.7862	
ffsA`@@LmdTTTTTrRRadxISkQCehF`jJZiJ@@	Compound 253	314702	=	11200	nM	Ki	0.31	16.82	10.47	678192		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. 20 (19), 5928-5935 (2012)	22884354	10.1016/j.bmc.2012.07.038	HYXITZLLTYIPOF-UHFFFAOYSA-N	C19H18O3	294.125595	-7.7862	
fdypp@DDDCbkAcdTtRaTRbrXHsfiZjjjhdeiFch@	Compound 254	386756	=	13500	nM	IC50				287336		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. Lett. 17 (9), 2470-2473 (2007)	17336519	10.1016/j.bmcl.2007.02.026	HZQDCMWJEBCWBR-BZKDHIKHSA-N	C9H13N3O6	259.080437	0.98107	
fj}`c@E^bBHyDRBLbbbTTjbRLRXKQle`Hbjiihd@@	Compound 255	453069	<=	50	%	Inhibition				406904		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. Lett. 18 (23), 6110-6114 (2008)	18947995	10.1016/j.bmcl.2008.10.023	IASDIJPYOACFTH-UHFFFAOYSA-N	C15H13NO2Cl2S	341.004403	4.959	
ffcqB@LJsH@QdbbRbTRrVfLqRp_QjjA@@Bj`aB`@	Compound 256	452855	<=	50	%	Inhibition				406904		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. Lett. 18 (23), 6110-6114 (2008)	18947995	10.1016/j.bmcl.2008.10.023	ICPKWHMLZNJYKV-UHFFFAOYSA-N	C17H19N3OS	313.124882	3.5827	
eh\RBH@LBEJiCEo`@cIEEDeDhlUEDdeimmAKNmicjB`Zbh@pBBf@`Ph@@	Compound 257	349300	=	1.6596e13	nM	IC50				262926		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3485-3495 (2006)	16759091	10.1021/jm050852f	IMKQISNVNXIKPN-UHFFFAOYSA-N	C24H22N4O4S	462.136176	0.28833	
eh\RBH@LBEJiCEo`@cIEEDeDhlUEDdeimmAKNmicjB`Zbh@pBBf@`Ph@@	Compound 258	349300	=	60000	nM	IC50	0.17	9.13	3.37	262926		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3485-3495 (2006)	16759091	10.1021/jm050852f	IMKQISNVNXIKPN-UHFFFAOYSA-N	C24H22N4O4S	462.136176	0.28833	
fcwPqaOQxKIV}ADDBMQDyA\anP}LYKw^rJJIRIFKQSQJTrLTflDBqAQCCUP@@@	Compound 259	351850	=	300	nM	IC50	0.32	14.21	5.42	266027		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (17), 5154-5161 (2006)	16913704	10.1021/jm060207o	INAZPZCJNPPHGV-UHFFFAOYSA-N	C14H7N2O6Cl2F3S	457.935396	-17.718	
fco@P@@HFoHhmEDeDcHdcIbiIWdeju@PUUSUULUbr}Jh@	Compound 260	387467		0		Activity				294025		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	INFKGIQNEZSZMS-CQOQZXRMSA-N	C24H32O4	384.230060	-1.6091	
fco@P@@HFoHhmEDeDcHdcIbiIWdeju@PUUSUULUbr}Jh@	Compound 261	387467	=	1570	nM	EC50				294026		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	INFKGIQNEZSZMS-CQOQZXRMSA-N	C24H32O4	384.230060	-1.6091	
fco@P@@HFoHhmEDeDcHdcIbiIWdeju@PUUSUULUbr}Jh@	Compound 262	387467	<	25	%	Inhibition				294022		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	INFKGIQNEZSZMS-CQOQZXRMSA-N	C24H32O4	384.230060	-1.6091	
fco@P@@HFoHhmEDeDcHdcIbiIWdeju@PUUSUULUbr}Jh@	Compound 263	387467	=	25	%	Inhibition				294023		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	INFKGIQNEZSZMS-CQOQZXRMSA-N	C24H32O4	384.230060	-1.6091	
fco@P@@HFoHhmEDeDcHdcIbiIWdeju@PUUSUULUbr}Jh@	Compound 264	387467	=	25	%	Inhibition				294024		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	INFKGIQNEZSZMS-CQOQZXRMSA-N	C24H32O4	384.230060	-1.6091	
ffc@`@@IRYeeVVey`iZ}ehHbJjjjICDI@@	Compound 265	325189		0		EC50				294026		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	IPEHJNRNYPOFII-UYAOXDASSA-N	C20H28O2	300.208930	-4.5735	
ffc@`@@IRYeeVVey`iZ}ehHbJjjjICDI@@	Compound 266	325189	<	25	%	Inhibition				294022		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	IPEHJNRNYPOFII-UYAOXDASSA-N	C20H28O2	300.208930	-4.5735	
ffc@`@@IRYeeVVey`iZ}ehHbJjjjICDI@@	Compound 267	325189	<	25	%	Inhibition				294023		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	IPEHJNRNYPOFII-UYAOXDASSA-N	C20H28O2	300.208930	-4.5735	
ffc@`@@IRYeeVVey`iZ}ehHbJjjjICDI@@	Compound 268	325189		0		Inhibition				294025		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	IPEHJNRNYPOFII-UYAOXDASSA-N	C20H28O2	300.208930	-4.5735	
ffc@`@@IRYeeVVey`iZ}ehHbJjjjICDI@@	Compound 269	325189		0		Inhibition				294024		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	IPEHJNRNYPOFII-UYAOXDASSA-N	C20H28O2	300.208930	-4.5735	
fj}A@@@ILrrkKWsARuyKPQDUUUQHYPJ`@	Compound 270	387455	=	4000	nM	EC50				294026		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	ISHVJVXYPLFKAL-UYAOXDASSA-N	C20H28O	284.214015	-4.6425	
fj}A@@@ILrrkKWsARuyKPQDUUUQHYPJ`@	Compound 271	387455	<	25	%	Inhibition				294022		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	ISHVJVXYPLFKAL-UYAOXDASSA-N	C20H28O	284.214015	-4.6425	
fj}A@@@ILrrkKWsARuyKPQDUUUQHYPJ`@	Compound 272	387455	<	25	%	Inhibition				294023		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	ISHVJVXYPLFKAL-UYAOXDASSA-N	C20H28O	284.214015	-4.6425	
fj}A@@@ILrrkKWsARuyKPQDUUUQHYPJ`@	Compound 273	387455		0		Inhibition				294024		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	ISHVJVXYPLFKAL-UYAOXDASSA-N	C20H28O	284.214015	-4.6425	
fj}A@@@ILrrkKWsARuyKPQDUUUQHYPJ`@	Compound 274	387455		0		Inhibition				294025		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 50 (17), 4087-4095 (2007)	17663539	10.1021/jm070295s	ISHVJVXYPLFKAL-UYAOXDASSA-N	C20H28O	284.214015	-4.6425	
eolTL@@DC@@jlbbTRRbrRfbRebTQdL\bJjVvn^ZjjBBbj@@@bBCr`@	Compound 275	650788	=	12800	nM	EC50				843084		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 57 (6), 2393-2412 (2014)	24568342	10.1021/jm401712t	IVXBCFLWMPMSAP-SFHVURJKSA-N	C26H28N2O3	416.209993	6.6644	
eolTL@@DC@@jlbbTRRbrRfbRebTQdL\bJjVvn^ZjjBBbj@@@bBCr`@	Compound 276	650788	=	9100	nM	EC50				486973		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 53 (13), 4968-4979 (2010)	20527968	10.1021/jm1004489	IVXBCFLWMPMSAP-SFHVURJKSA-N	C26H28N2O3	416.209993	6.6644	
eolTL@@DC@@jlbbTRRbrRfbRebTQdL\bJjVvn^ZjjBBbj@@@bBCr`@	Compound 277	650789	=	9100	nM	EC50				486973		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		J. Med. Chem. 53 (13), 4968-4979 (2010)	20527968	10.1021/jm1004489	IVXBCFLWMPMSAP-SFHVURJKSA-N	C26H28N2O3	416.209993	6.6644	
fakQa@EEEkHJqpPdrmsnro[TyIPXpACSTuMTR@@	Compound 278	317656	=	47	%	Inhibition				240686		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	Bioorg. Med. Chem. Lett. 15 (12), 3058-3062 (2005)	15896959	10.1016/j.bmcl.2005.04.027	IWFUVCHFFMEFLM-UHFFFAOYSA-N	C17H15N2O3IS	453.984811	3.3813	
fhiIP@DDhpDc^BdwJ|lzsfkMMMUUUDDPhcUEj@@	Compound 279	485738	=	82000	nM	IC50				287336		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. Lett. 17 (9), 2470-2473 (2007)	17336519	10.1016/j.bmcl.2007.02.026	IWUCXVSUMQZMFG-BWSHDJSZSA-N	C8H12N4O5	244.080771	1.724	
fhiIP@DDhpDc^BdwJ|lzsfkMMMUUUDDPhcUEj@@	Compound 280	485738	=	500	ug ml-1	INH				952079		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. Lett. 25 (15), 2923-2926 (2015)	26048809	10.1016/j.bmcl.2015.05.039	IWUCXVSUMQZMFG-BWSHDJSZSA-N	C8H12N4O5	244.080771	1.724	
foA`a@DTdBHtDYEDhdYhdsegPDDttH@@	Compound 281	371847	=	20	%	Inhibition				278390		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 50 (8), 1850-1864 (2007)	17381079	10.1021/jm061425k	IXMUCEMQJLTPRR-UHFFFAOYSA-N	C10H6NO2ClS	238.980776	1.8212	
ebQTB@@DB@@hT\bbbfbRRbbrRRvfabTQCEbQPuSPNKURE@D`UEPPLHHA@p`	Compound 282	2087678	=	11700	nM	IC50	0.19	10.35	5.93	1017144		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. 24 (13), 3035-3042 (2016)	27240464	10.1016/j.bmc.2016.05.013	IZZUJMWOAXHUTE-UHFFFAOYSA-N	C30H24N2O4	476.173608	4.796	
eodXN@@G`BAMDlflbbbfbTtQRTvVbRfXDL|bJvnZdJH@Bbh@c`@@@	Compound 283	564248	=	25400	nM	IC50	0.20	11.01	3.19	426933		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. Lett. 19 (16), 4538-4541 (2009)	19625187	10.1016/j.bmcl.2009.07.009	JBMZSOUKPAAEJU-UHFFFAOYSA-N	C23H15NO7	417.084854	-4.3369	
eodXN@@G`BAMDlflbbbfbTtQRTvVbRfXDL|bJvnZdJH@Bbh@c`@@@	Compound 284	564248	=	2700	nM	IC50	0.25	13.34	3.86	426934		SARS coronavirus	101075	Replicase polyprotein 1ab	SARS coronavirus	Target is a single protein chain	P0C6X7	Bioorg. Med. Chem. Lett. 19 (16), 4538-4541 (2009)	19625187	10.1016/j.bmcl.2009.07.009	JBMZSOUKPAAEJU-UHFFFAOYSA-N	C23H15NO7	417.084854	-4.3369	
figHb@DTyHLPQFQQJIHjJYKIQILxJQk]G@PMUUU@@T@@@	Compound 285	386752		0		Activity				287340		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. Lett. 17 (9), 2470-2473 (2007)	17336519	10.1016/j.bmcl.2007.02.026	JDMXELSBXFFVRB-UHFFFAOYSA-N	C18H19N4O2Cl	358.119653	-0.0315	
figHb@DTyHLPQFQQJIHjJYKIQILxJQk]G@PMUUU@@T@@@	Compound 286	386752	=	14500	nM	IC50				287336		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. Lett. 17 (9), 2470-2473 (2007)	17336519	10.1016/j.bmcl.2007.02.026	JDMXELSBXFFVRB-UHFFFAOYSA-N	C18H19N4O2Cl	358.119653	-0.0315	
ek`ZHB@NKGLai@HcPHZBM`aIe][VUnuyVa`IJii[Z@Bfh@bViZB`@@	Compound 287	348544	=	7.0795e13	nM	IC50				262926		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3485-3495 (2006)	16759091	10.1021/jm050852f	JEZYTEDGOJCVQS-UHFFFAOYSA-N	C19H14N5OClS3	459.004897	4.6389	
ek`ZHB@NKGLai@HcPHZBM`aIe][VUnuyVa`IJii[Z@Bfh@bViZB`@@	Compound 288	348544	=	14000	nM	IC50	0.23	10.55	6.02	262926		SARS coronavirus	20012	SARS coronavirus 3C-like proteinase	SARS coronavirus	Target is a single protein chain	P0C6U8	J. Med. Chem. 49 (12), 3485-3495 (2006)	16759091	10.1021/jm050852f	JEZYTEDGOJCVQS-UHFFFAOYSA-N	C19H14N5OClS3	459.004897	4.6389	
fakHb@DTyKpPQFQQJIHiJIKJIIgAR[v@`Zjjh@BHFh@@	Compound 289	386749	>	3.0e5	nM	IC50				287336		SARS coronavirus	100499	SARS coronavirus	SARS coronavirus	Target is a complete organism		Bioorg. Med. Chem. Lett. 17 (9), 2470-2473 (2007)	17336519	10.1016/j.bmcl.2007.02.026	JGBOSEIBGRKAFD-UHFFFAOYSA-N	C17H19N4O2Cl	346.119653	-2.3866	
